Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,18.5,16.3,20.9,16.3 - 20.9
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,35.1,31.9,38.4,31.9 - 38.4
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31,27.5,34.8,27.5 - 34.8
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.7,26.2,29.2,26.2 - 29.2
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.1,30,32.2,30.0 - 32.2
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,24.2,23.3,25,23.3 - 25.0
Symptoms of Anxiety Disorder,By Disability status,United States,With disability,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,56,53.8,58.1,53.8 - 58.1
Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,23.4,22.7,24.2,22.7 - 24.2
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,34.5,30.1,39.1,30.1 - 39.1
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.9,23.8,32.2,23.8 - 32.2
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30.4,26.2,34.7,26.2 - 34.7
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,32.2,26.6,38.1,26.6 - 38.1
Symptoms of Anxiety Disorder,By State,California,California,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,26.2,23.3,29.3,23.3 - 29.3
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.9,24.4,31.6,24.4 - 31.6
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,24,20.5,27.8,20.5 - 27.8
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30,23.8,36.7,23.8 - 36.7
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30,23.1,37.5,23.1 - 37.5
Symptoms of Anxiety Disorder,By State,Florida,Florida,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.5,24.3,30.9,24.3 - 30.9
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30.3,25.9,34.9,25.9 - 34.9
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,26.5,22,31.4,22.0 - 31.4
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,25.7,21.5,30.2,21.5 - 30.2
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,24.8,21.5,28.4,21.5 - 28.4
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.2,23.2,31.4,23.2 - 31.4
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,24.2,20.4,28.4,20.4 - 28.4
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,25.8,22,29.9,22.0 - 29.9
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.5,26.3,37,26.3 - 37.0
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,36.2,30.6,42.1,30.6 - 42.1
Symptoms of Anxiety Disorder,By State,Maine,Maine,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28.8,23.8,34.2,23.8 - 34.2
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28,24.4,31.9,24.4 - 31.9
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28.2,24.5,32.2,24.5 - 32.2
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.2,24,30.5,24.0 - 30.5
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,24.8,21.7,28,21.7 - 28.0
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.1,22.1,32.6,22.1 - 32.6
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.1,24.2,30.1,24.2 - 30.1
Symptoms of Anxiety Disorder,By State,Montana,Montana,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,23.9,19.1,29.3,19.1 - 29.3
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,24.8,20.4,29.6,20.4 - 29.6
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,32.3,28.4,36.4,28.4 - 36.4
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,21.6,16.8,27,16.8 - 27.0
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.1,23.1,31.4,23.1 - 31.4
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.1,23,31.4,23.0 - 31.4
Symptoms of Anxiety Disorder,By State,New York,New York,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,23.6,20.5,26.8,20.5 - 26.8
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30.1,25.7,34.9,25.7 - 34.9
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,25.5,19.3,32.5,19.3 - 32.5
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.9,23.4,32.7,23.4 - 32.7
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.8,27.2,36.7,27.2 - 36.7
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.8,28.8,34.9,28.8 - 34.9
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.4,27.1,36,27.1 - 36.0
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,25.6,20.1,31.7,20.1 - 31.7
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,25.4,20.7,30.5,20.7 - 30.5
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,25.2,20.4,30.5,20.4 - 30.5
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,35.2,31.3,39.3,31.3 - 39.3
Symptoms of Anxiety Disorder,By State,Texas,Texas,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28.3,25.4,31.4,25.4 - 31.4
Symptoms of Anxiety Disorder,By State,Utah,Utah,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,29.7,26.3,33.2,26.3 - 33.2
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,25.8,20.8,31.4,20.8 - 31.4
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,24.8,21.3,28.5,21.3 - 28.5
Symptoms of Anxiety Disorder,By State,Washington,Washington,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,29.4,26.2,32.8,26.2 - 32.8
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,29.6,24.3,35.3,24.3 - 35.3
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,22.5,19.2,26.1,19.2 - 26.1
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28,23.1,33.4,23.1 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,32.1,31.4,32.9,31.4 - 32.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,46.7,44.3,49.1,44.3 - 49.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,40.7,38.9,42.5,38.9 - 42.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,35.3,33.8,36.8,33.8 - 36.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30.6,29.1,32.1,29.1 - 32.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,22.5,21.2,23.8,21.2 - 23.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,16.8,15.1,18.6,15.1 - 18.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,13.5,10.7,16.7,10.7 - 16.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28,26.8,29.2,26.8 - 29.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,36,35.1,37,35.1 - 37.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.4,26.2,28.6,26.2 - 28.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,35.4,34.5,36.4,34.5 - 36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,65.9,55.5,75.3,55.5 - 75.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,49.6,45.2,54,45.2 - 54.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,29.3,28.6,30,28.6 - 30.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,59.7,55.6,63.7,55.6 - 63.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,35.2,32.9,37.6,32.9 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.3,30.6,32.2,30.6 - 32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,33.4,31.2,35.6,31.2 - 35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,24.2,21.5,27.1,21.5 - 27.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,39.9,36.2,43.7,36.2 - 43.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,36.3,32.8,40,32.8 - 40.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,32.7,31.3,34.3,31.3 - 34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,35.9,34.8,37.1,34.8 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.1,26.2,28.1,26.2 - 28.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,62.9,60.9,64.9,60.9 - 64.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.3,26.5,28.1,26.5 - 28.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,38.5,34.1,43,34.1 - 43.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,33.5,29.3,38,29.3 - 38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,35.8,31.3,40.4,31.3 - 40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,36.2,30.4,42.3,30.4 - 42.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.5,28.5,34.6,28.5 - 34.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,29.7,26.2,33.3,26.2 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.9,24.3,31.7,24.3 - 31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,32.4,26.5,38.8,26.5 - 38.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,33,25.9,40.7,25.9 - 40.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.4,27.9,35.2,27.9 - 35.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,34.5,29.8,39.3,29.8 - 39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.8,27.3,36.6,27.3 - 36.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.9,23.8,32.3,23.8 - 32.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28.6,25.1,32.3,25.1 - 32.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.3,26.9,36,26.9 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28.5,24.2,33,24.2 - 33.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,29.4,25.6,33.4,25.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,33.8,28.7,39.2,28.7 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,39.3,33.4,45.4,33.4 - 45.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31,26.1,36.3,26.1 - 36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.4,27.5,35.5,27.5 - 35.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,32,28.1,36.1,28.1 - 36.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30.3,27.2,33.5,27.2 - 33.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30.4,27.2,33.7,27.2 - 33.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,33.3,27.6,39.4,27.6 - 39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30.6,27.5,33.8,27.5 - 33.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,26.3,21.3,31.9,21.3 - 31.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,27.9,23.2,33,23.2 - 33.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,36.4,32.2,40.7,32.2 - 40.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,23.9,19.1,29.2,19.1 - 29.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30.6,26.1,35.5,26.1 - 35.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,30.3,26,35,26.0 - 35.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28.6,25,32.4,25.0 - 32.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,34,29.2,39.1,29.2 - 39.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,29.8,23.4,36.8,23.4 - 36.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,34.5,29.9,39.3,29.9 - 39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,38.1,33.3,43.1,33.3 - 43.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,35.3,32.5,38.1,32.5 - 38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,35.5,31.5,39.7,31.5 - 39.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,29.3,23.5,35.6,23.5 - 35.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,32.7,27.8,37.8,27.8 - 37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.1,25.4,37.2,25.4 - 37.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,41.7,37.6,45.8,37.6 - 45.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,32.6,29.6,35.8,29.6 - 35.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,33.7,30.1,37.4,30.1 - 37.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,29.3,23.6,35.4,23.6 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,28,24.3,32,24.3 - 32.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,33.7,30.4,37.1,30.4 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,34.2,28.6,40.2,28.6 - 40.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,25.1,21.4,29.1,21.4 - 29.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.2,36,"Aug 18 - Aug 30, 2021",8/18/21,8/30/21,31.7,25.9,38,25.9 - 38.0
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,22.4,21.7,23.2,21.7 - 23.2
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,38.1,35.1,41.1,35.1 - 41.1
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,26.5,24.7,28.5,24.7 - 28.5
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,24.8,22.8,26.8,22.8 - 26.8
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,19.8,18.2,21.5,18.2 - 21.5
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,15.2,14,16.5,14.0 - 16.5
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,10.1,9,11.3,9.0 - 11.3
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,12.5,8.8,17.1,8.8 - 17.1
Symptoms of Depressive Disorder,By Sex,United States,Male,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,21.2,20,22.4,20.0 - 22.4
Symptoms of Depressive Disorder,By Sex,United States,Female,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,23.6,22.7,24.6,22.7 - 24.6
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,20.6,19.5,21.8,19.5 - 21.8
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.2,37,"Sep 1 - Sep 13, 2021",9/1/21,9/13/21,22.9,21.9,23.9,21.9 - 23.9
